#,Title,Artist,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd,Genre
44,With One Look,Andrew Lloyd Webber,1994-01-01,66,26,31,-12,16,3:11,85,32,42,6248,Broadway
45,I Dreamed A Dream,Randy Graff,1987-05-11,168,9,21,-18,8,4:14,97,42,272,3903,Broadway
46,Hello!,Andrew Rannells,2011-05-17,130,51,66,-10,65,2:52,74,54,123,5348,Broadway
47,"Good Morning Baltimore (From ""Hairspray"")",Marissa Jaret Winokur,2002-08-13,133,75,69,-5,65,3:40,38,42,73,5266,Broadway
48,Skid Row (Downtown),Tammy Blanchard,2019-12-20,134,51,46,-9,63,4:12,15,41,576,810,Broadway
49,In the Heights,Lin-Manuel Miranda,2008-06-03,171,47,62,-7,69,7:39,52,49,47,1653,Broadway
50,"No Friends - from ""Almost Famous - The Musical""",Casey Likes,2022-10-28,125,42,52,-6,12,4:45,66,30,273,3262,Broadway
51,My Shot,Lin-Manuel Miranda,2015-09-25,180,65,70,-7,57,5:33,15,68,379,8278,Broadway
52,"Oh, What A Beautiful Mornin'",Hugh Jackman,1998-01-01,73,15,24,-14,16,3:22,94,36,274,8200,Broadway
53,Requiem,Laura Dreyfuss,2017-01-27,80,40,41,-7,29,4:20,45,49,75,2761,Broadway
54,Mama Who Bore Me - Original Broadway Cast Recording/2006,Lea Michele,2006-01-01,69,24,32,-10,9,2:21,81,47,751,1327,Broadway
55,I'd Rather Be Me,Barrett Wilbert Weed,2018-04-20,140,79,67,-3,81,2:51,8,53,33,1394,Broadway
56,The American Dream - Original London Cast Recording/1989,Alain Boublil,1988,117,15,55,-19,34,6:04,67,29,275,4747,Broadway
57,Ex-Wives,SIX,2018-08-31,137,44,70,-10,37,5:50,5,63,577,9997,Broadway
58,Do You Hear The People Sing?,Michael Maguire,1987-05-11,85,29,64,-15,46,2:09,91,42,126,9675,Broadway
59,Alexander Hamilton,Leslie Odom Jr.,2015-09-25,132,44,61,-8,55,3:57,52,69,76,39,Broadway
60,Me And The Sky,Jenn Colella,2017-03-10,136,63,67,-7,49,4:37,28,52,276,541,Broadway
61,Sherry,Jersey Boys,2005-11-01,130,75,77,-5,87,2:15,23,45,22,8325,Broadway
62,Turn It Off,Scott Barnhardt,2011-05-17,142,41,55,-11,63,5:03,65,51,277,4020,Broadway
63,Apex Predator,Barrett Wilbert Weed,2018-05-03,112,82,65,-4,46,3:14,8,48,288,1089,Broadway
64,It's Only a Matter of Time,Olly Dobson,2022-03-11,134,82,62,-6,74,3:02,3,39,278,9509,Broadway
65,It's Quiet Uptown,Renée Elise Goldsberry,2015-09-25,130,19,48,-14,23,4:30,80,61,77,5869,Broadway
66,Ring of Keys,Sydney Lucas,2015-05-19,138,27,45,-12,33,3:07,64,39,295,5943,Broadway
67,I Get a Kick out of You,Sutton Foster,2011-09-06,171,18,40,-15,39,2:24,85,37,188,1328,Broadway
68,Santa Fe,Jeremy Jordan,2012-04-10,96,30,41,-12,28,3:12,76,52,78,6623,Broadway
69,Sweet Transvestite,Tim Curry,1975-01-10,107,42,54,-12,53,3:24,59,58,296,6593,Broadway
70,"Johanna (From ""Sweeney Todd"")",Stephen Sondheim,1979,81,35,24,-11,23,1:57,74,37,102,3149,Broadway
71,"Cabaret (from ""Cabaret"")",Natasha Richardson,1947,113,20,62,-11,43,4:12,83,34,578,4079,Broadway
72,Satisfied,Renée Elise Goldsberry,2015-09-25,124,59,71,-9,48,5:29,29,69,579,7867,Broadway
73,All That Jazz,Chicago Ensemble (1997),1997-01-27,134,28,64,-13,63,5:05,80,47,297,1523,Broadway
74,Finishing the Hat,Jake Gyllenhaal,2017-09-22,141,17,41,-11,39,3:33,93,32,127,1987,Broadway
75,I'll Cover You,Wilson Jermaine Heredia,2005-09-27,112,88,62,-3,78,2:30,24,47,48,6368,Broadway
76,You Can't Stop the Beat - Medley,Laura Bell Bundy,2002-08-13,170,96,65,-5,27,5:49,45,42,128,6452,Broadway
77,Everyone's a Little Bit Racist,John Tartaglia,2003-10-06,180,34,61,-9,59,5:28,79,40,298,6313,Broadway
78,Revolting Children,Matilda the Musical Original Cast,2011-10-13,116,70,72,-6,59,2:33,47,54,79,6534,Broadway
79,"Mamma Mia - Remastered 1999 / From The Musical ""Mamma Mia""",Benny Andersson,1999-01-01,136,84,77,-7,84,3:21,44,44,6,5293,Broadway
80,End Of Act 1: Memory,Andrew Lloyd Webber,1981-01-01,74,1,26,-29,12,1:24,96,42,63,1633,Broadway
81,"Monster - From ""Frozen: The Broadway Musical"" / First Listen",Caissie Levy,2018-02-23,93,44,43,-7,20,3:42,10,44,130,1480,Broadway
82,Raise You Up / Just Be,Full Company,2013-05-27,122,70,74,-7,64,6:10,10,43,299,4949,Broadway
83,Michael in the Bathroom,George Salazar,2019-05-24,120,44,65,-7,44,5:07,54,37,131,4460,Broadway
84,Dead Girl Walking,Barrett Wilbert Weed,2014-06-10,106,66,54,-7,56,3:25,52,62,570,7228,Broadway
85,Stick It to the Man,The Original Broadway Cast Of School Of Rock,2015-12-04,115,85,63,-4,64,3:12,0,42,132,9228,Broadway
86,Sugar Daddy,Hedwig And The Angry Inch - Original Broadway Cast,2014-06-11,110,88,44,-6,66,4:21,0,34,80,3869,Broadway
87,"There's a Fine, Fine Line",Stephanie D'Abruzzo,2003-10-06,130,14,50,-10,24,2:40,88,43,133,5191,Broadway
88,Land of Lola,Billy Porter,2013-05-27,118,81,73,-7,87,3:07,5,44,23,4050,Broadway
89,Keep It Gay,Gary Beach,2001-03-26,82,44,53,-13,74,5:08,73,35,134,1631,Broadway
90,Heart of Stone,SIX,2018-08-31,115,43,51,-8,10,5:11,45,59,1009,1637,Broadway
91,Aquarius,Galt MacDermot,1979,82,62,69,-10,82,4:48,6,50,135,5697,Broadway
92,One Day,Andy Karl,2017-04-21,186,42,40,-8,51,8:46,51,38,301,7520,Broadway
93,The Witches Are Back,Bette Midler,2022-09-30,148,98,58,-4,83,1:44,5,63,24,9140,Broadway
94,Since U Been Gone - Juliet’s Version,Kelly Clarkson,2022-10-28,137,87,63,-4,67,2:50,0,35,302,3470,Broadway
95,Therapy,Andrew Garfield,2021-11-12,148,59,55,-5,62,2:44,21,61,25,137,Broadway
96,Burn for You,Barlow & Bear,2021-09-10,94,42,35,-6,34,2:54,62,54,136,4333,Broadway
97,Don't Rain on My Parade (Glee Cast Version),Glee Cast,2014-02-24,78,80,54,-5,38,2:48,20,46,303,9908,Broadway
98,Carried Away - From the “Lyle Lyle Crocodile” Original Motion Picture Soundtrack,Shawn Mendes,2022-10-07,85,38,28,-10,13,3:46,6,59,304,4894,Broadway
99,Tell Her,Alec Benjamin,2022-08-12,168,47,29,-8,40,2:59,41,38,305,681,Broadway
100,"The Night-Time Sky's Got Nothing on You - from ""Almost Famous - The Musical""",Chris Wood,2022-08-19,81,39,54,-9,40,3:36,67,27,306,2814,Broadway
101,People,Julie Benko,2022-08-26,83,6,35,-16,18,3:36,97,21,307,7130,Broadway
102,Something to Hold on To,Jason Gotay,2022-05-26,170,31,40,-11,25,4:20,63,10,308,4194,Broadway
103,"No One Is Alone - From ""Good Trouble""",Emma Hunton,2022-08-19,167,17,40,-10,30,2:31,98,22,309,4916,Broadway
104,"Everybody's Coming Together - from ""Almost Famous - The Musical""",Original Broadway Cast of Almost Famous - The Musical,2022-06-02,174,53,48,-6,60,3:11,17,22,310,6739,Broadway
105,Harlem Child,Beverley Knight,2022-05-06,116,46,55,-7,31,3:06,70,23,311,8470,Broadway
106,Everything's Alright,Cynthia Erivo,2022-04-29,135,70,38,-6,41,4:16,38,21,49,7867,Broadway
107,Woman Is - from Lempicka - Original Cast Recording,Eden Espinosa,2022-07-15,183,44,28,-7,29,4:53,55,29,312,6666,Broadway
108,Drag Is Expensive,Nick Adams,2022-05-13,165,76,60,-4,79,3:57,0,18,313,4549,Broadway
109,Puttin' on the Ritz,Rufus Wainwright,2022-04-22,186,50,45,-8,76,1:57,57,23,315,911,Broadway
110,Unworthy of Your Love,Stephen Sondheim,2022-03-18,126,22,48,-11,23,3:37,83,24,186,320,Broadway
111,Falling Slowly,Ashley Park,2021-12-31,150,18,37,-12,21,3:07,81,41,137,5224,Broadway
112,A Whole New Story,Arielle Jacobs,2022-05-26,87,46,57,-7,32,4:15,68,9,316,9149,Broadway
113,America,Ariana DeBose,2021-12-03,159,42,52,-13,83,4:58,55,47,138,2907,Broadway
114,Meant to Be Yours,Ryan McCartan,2014-06-10,100,59,51,-7,59,3:26,51,66,317,8333,Broadway
115,Alyssa Greene,Ariana DeBose,2020-12-04,107,37,53,-9,52,2:20,87,42,885,7638,Broadway
116,On With the Show,Holden William Hagelberger,2022-06-24,145,47,66,-7,59,4:58,55,18,318,3643,Broadway
117,Boho Days,Andrew Garfield,2021-11-12,81,60,78,-9,87,1:28,77,59,238,1399,Broadway
118,Be the Light,Griffin Matthews,2022-02-11,129,47,33,-6,15,5:20,65,16,139,9633,Broadway
119,Waiting On A Miracle,Stephanie Beatriz,2021-11-19,190,55,48,-8,27,2:42,17,69,329,7119,Broadway
120,"Sextet Montage - Music from the Netflix Film ""tick, tick... BOOM!""",Gizel Jiménez,2022-02-04,152,61,75,-8,41,3:33,74,43,330,9506,Broadway
121,We Don't Talk About Bruno,Carolina Gaitán - La Gaita,2021-11-19,206,45,58,-9,83,3:36,36,78,332,43,Broadway
122,Just Look Up (From Don’t Look Up),Ariana Grande,2021-12-03,130,58,57,-5,15,3:22,22,66,333,1174,Broadway
123,I Feel Pretty,Rachel Zegler,2021-12-03,105,28,77,-13,65,2:58,63,45,140,582,Broadway
124,"Mon Soleil - from ""Emily in Paris"" Soundtrack",Ashley Park,2021-12-22,93,48,64,-8,14,3:29,43,61,886,7954,Broadway
125,"Fall - from ""Witness Uganda - An American Musical""",Griffin Matthews,2022-01-14,120,61,56,-7,38,3:13,76,13,887,6150,Broadway
126,30/90,Andrew Garfield,2021-11-12,176,79,47,-6,36,4:23,1,66,447,3530,Broadway
127,Somewhere,Rita Moreno,2021-12-03,139,3,21,-30,10,3:10,90,39,334,4585,Broadway
128,Little Girls,Taraji P. Henson,2021-12-03,108,40,60,-10,66,2:10,64,16,336,1395,Broadway
129,Album,Joe Iconis,2022-04-08,114,23,65,-15,22,7:11,89,10,337,8260,Broadway
130,Sunday,Andrew Garfield,2021-11-12,79,21,15,-11,19,2:50,68,49,671,4592,Broadway
131,Song About You,Jane Bruce,2022-01-14,84,47,66,-10,75,3:23,65,10,338,1914,Broadway
132,Louder Than Words,Andrew Garfield,2021-10-22,179,58,29,-5,41,4:54,10,43,866,4340,Broadway
133,Somebody Desperate - From ''Cyrano'' Soundtrack,The National,2021-12-03,83,31,43,-13,31,3:55,83,45,340,2304,Broadway
134,Another day in America (with Ozuna),Kali Uchis,2021-11-26,172,66,61,-6,31,2:47,8,39,341,7807,Broadway
135,Just Walk Away,Kristin Chenoweth,2021-09-30,123,42,50,-6,38,2:39,59,5,93,3144,Broadway
136,All I Ask Of You,Sierra Boggess,2021-11-19,133,33,25,-11,15,4:24,86,21,141,8863,Broadway
137,If Only,Dove Cameron,2015-01-01,152,60,48,-6,29,3:50,27,69,342,2769,Broadway
138,Love Me for an Hour,Jonathan Groff,2021-09-30,176,56,23,-6,32,3:46,70,10,289,3945,Broadway
139,You're The Top,Tony Bennett,2021-10-01,91,58,57,-6,78,2:49,42,38,143,7370,Broadway
140,"Mystery of Me - (from the Netflix Film ""Found"")",Phillipa Soo,2021-10-20,97,47,52,-7,6,2:58,16,13,449,515,Broadway
141,Come to Your Senses - end credit version,Jazmine Sullivan,2021-11-12,94,33,55,-8,44,4:09,70,42,343,8411,Broadway
142,Dream Girl,Idina Menzel,2021-09-03,156,64,56,-5,13,2:58,23,47,15,7242,Broadway
143,I See You,Aimee Mann,2021-10-29,122,27,51,-10,16,3:37,93,15,346,8475,Broadway
144,How Could I Ever Know,Sierra Boggess,2021-11-19,85,21,25,-14,6,4:11,90,15,888,8174,Broadway
145,You Will Be Found (with Summer Walker) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Sam Smith,2021-09-17,78,41,40,-8,49,3:58,48,68,347,3101,Broadway
146,Wicked Medley,Anthem Lights,2021-10-22,125,39,46,-6,63,3:11,60,22,348,7939,Broadway
147,You’re Not Here,Cynthia Erivo,2021-09-17,146,19,47,-11,18,5:15,94,37,381,414,Broadway
148,The Least,Shaina Taub,2022-01-11,100,8,58,-10,38,2:20,97,10,349,9695,Broadway
149,Nose to Nose,Laura Dreyfuss,2021-10-13,105,61,77,-10,69,3:32,12,16,581,7614,Broadway
150,One Thing,36 Questions,2021-09-05,67,36,48,-10,36,4:38,64,34,351,7700,Broadway
151,Here I Am (Singing My Way Home),Jennifer Hudson,2021-08-13,74,21,37,-13,8,5:14,6,26,352,8092,Broadway
152,Rise Up,Ben Barnes,2021-10-15,65,29,22,-9,12,4:31,87,38,353,7521,Broadway
153,In The Heights,Lin-Manuel Miranda,2021-06-10,168,54,57,-7,71,7:42,12,53,752,4499,Broadway
154,The Phantom Of The Opera Symphonic Suite - Pt.1,Andrew Lloyd Webber,2021-10-15,176,13,8,-17,7,5:18,67,48,82,5543,Broadway
155,I Will Always Love You (with Dolly Parton),Kristin Chenoweth,2019-09-27,136,42,36,-8,17,3:22,73,24,173,65,Broadway
156,"So May We Start (feat. Simon Helberg) - From ""Annette""",Sparks,2021-08-06,116,52,68,-9,32,3:44,11,21,354,5664,Broadway
157,Night And Day,Tony Bennett,2021-10-01,102,38,40,-7,34,3:42,61,41,889,6239,Broadway
158,This Is Me,Keala Settle,2017-12-08,192,70,28,-7,10,3:55,1,73,355,1911,Broadway
159,"If I Can't Love Her - From ""High School Musical: The Musical: The Series (Season 2)""/Beauty and the Beast",Roman Banks,2021-07-02,125,35,33,-7,18,3:47,78,34,356,2683,Broadway
160,Awe Of Her,Joshua Henry,2021-09-10,134,28,41,-12,43,2:46,85,26,145,5364,Broadway
161,Settle For Me (feat. Santino Fontana),Crazy Ex-Girlfriend Cast,2016-02-19,155,48,55,-6,52,3:12,54,38,147,8354,Broadway
162,You Don't Own Me (Feat. Ariana Grande),Kristin Chenoweth,2019-09-27,96,60,54,-4,39,3:08,34,43,249,3732,Broadway
163,If I Were a Man,Barlow & Bear,2021-09-10,141,67,71,-4,39,2:58,28,54,890,6901,Broadway
164,"Let's Generalize About Men (feat. Rachel Bloom, Donna Lynne Champlin, Vella Lovell & Gabrielle Ruiz)",Crazy Ex-Girlfriend Cast,2018-07-20,140,68,81,-4,56,2:38,16,40,891,1061,Broadway
165,Shining Star,Billy Porter,2021-09-03,106,56,63,-5,39,3:56,33,42,239,7785,Broadway
166,Only Us (with Dan + Shay) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Carrie Underwood,2021-08-11,138,40,37,-7,30,3:46,72,46,357,2112,Broadway
167,New York Lonely Boy,The Milk Carton Kids,2021-05-06,100,39,65,-10,38,2:34,70,18,358,6266,Broadway
168,Come What May,Aaron Tveit,2019-08-30,154,42,39,-7,22,3:17,11,47,382,748,Broadway
169,Wait for Me,André De Shields,2019-07-26,89,49,57,-7,12,3:35,44,54,81,3886,Broadway
170,Omar Sharif,Katrina Lenk,2017-12-15,143,25,33,-11,12,3:25,83,36,148,4465,Broadway
171,Flying Away (Finale),Beth Malone,2015-05-19,141,21,39,-11,15,3:35,71,29,362,7565,Broadway
172,I've Decided to Marry You,Lauren Worsham,2014-02-25,118,36,77,-9,70,4:04,91,34,363,3460,Broadway
173,Everybody Say Yeah,Billy Porter,2013-05-27,134,80,63,-6,49,4:20,13,35,450,3836,Broadway
174,Falling Slowly,Steve Kazee,2012-03-09,128,14,45,-13,6,4:26,89,45,364,2509,Broadway
175,Steal Your Rock 'N' Roll,"Huey, Felicia and Company",2010-03-30,146,76,45,-5,58,3:55,49,20,365,4733,Broadway
176,Electricity,Original Cast of Billy Elliot,2005-01-01,80,43,40,-11,7,5:54,27,43,149,7000,Broadway
177,"96,000",Lin-Manuel Miranda,2008-06-03,85,55,72,-7,65,5:35,31,47,1053,4286,Broadway
178,Totally Fucked - Original Broadway Cast Recording/2006,Jonathan Groff,2006-01-01,129,66,69,-7,48,3:18,13,43,571,7758,Broadway
179,Who Loves You,Jersey Boys,2005-11-01,142,87,63,-6,66,2:56,8,38,240,3648,Broadway
180,"Find Your Grail - Original Broadway Cast Recording: ""Spamalot""",Sara Ramirez,2005-01-01,92,64,27,-4,26,3:27,53,31,150,7350,Broadway
181,For Now,Stephanie D'Abruzzo,2003-10-06,181,23,47,-11,58,3:12,87,35,892,9930,Broadway
182,Forget About the Boy,Sutton Foster,2002,200,44,46,-10,77,3:23,73,38,324,3089,Broadway
183,I Wanna Be a Producer,Matthew Broderick,2001-03-26,140,27,50,-12,51,6:46,79,28,366,37,Broadway
184,Big Spender,Valarie Pettiford,1999-04-13,94,5,50,-15,16,4:20,59,24,151,6224,Broadway
185,Circle of Life with Nants' Ingonyama,Tsidii Le Loka,1997-01-01,82,39,30,-11,30,4:29,83,49,152,63,Broadway
186,The Launching: There She Is / Loading Inventory / The Largest Moving Object,Maury Yeston,1980-01-01,105,17,39,-18,31,3:56,86,22,50,3111,Broadway
187,Seasons Of Love - Original Cast Recording/1996,Anthony Rapp,1999-01-01,177,46,42,-10,48,2:52,72,40,51,5128,Broadway
188,As If We Never Said Goodbye,Andrew Lloyd Webber,1994-01-01,125,18,28,-14,15,6:16,85,26,104,1513,Broadway
189,Happiness,Original Broadway Cast Of 'Passion',1994-01-01,85,20,31,-19,17,5:10,84,19,153,328,Broadway
190,Where You Are,Chita Rivera,1992-10-20,98,34,59,-13,51,5:12,76,18,12,828,Broadway
191,I Got Rhythm,Ruthie Henshall,1993-11-09,125,48,58,-14,69,7:45,34,16,367,1800,Broadway
192,Willamania,Cady Huffman,1991-09-17,105,55,68,-11,84,6:13,48,13,368,9027,Broadway
193,"You're Nothing Without Me (From ""City of Angels"")",Gregg Edelman,1990-03-13,122,37,57,-13,41,3:22,56,42,369,5781,Broadway
194,"New York, New York; Sailors on the Town (From ""On The Town"")",Leonard Bernstein,1996,95,23,44,-18,41,7:48,78,8,2,5004,Broadway
195,The Phantom Of The Opera,Andrew Lloyd Webber,1987-01-01,120,58,55,-10,31,5:03,5,52,122,3515,Broadway
196,There You Are (Chairman & Company),George Rose,1986-01-01,148,45,58,-14,74,2:50,77,11,370,769,Broadway
197,Muddy Water - 1985 Original Broadway Cast,Roger Miller,1985-01-01,108,47,68,-15,75,2:34,52,22,83,1000,Broadway
198,I Am What I Am,George Hearn,1983,88,38,34,-20,19,3:01,87,24,371,6507,Broadway
199,Memory,Andrew Lloyd Webber,1983-01-01,82,23,25,-10,7,5:21,91,42,142,2218,Broadway
200,Ti Voglio Bene / Be Italian,Kathi Moss,1982,88,37,40,-9,59,5:02,72,14,372,2805,Broadway
201,42nd Street,Wanda Richert,1984-05-21,87,58,40,-15,22,7:25,70,29,405,3686,Broadway
202,A New Argentina - Original Cast Recording/1979,Bob Gunton,1979-01-01,131,25,56,-17,47,7:02,78,26,34,2471,Broadway
203,The Worst Pies in London,Stephen Sondheim,1979,93,45,68,-10,85,2:26,83,36,258,2116,Broadway
204,Off-Time,Nell Carter,1978,93,34,54,-13,71,2:47,66,11,406,34,Broadway
205,Annie: Tomorrow,Charles Strouse,1972,92,24,51,-13,25,2:07,78,44,4,1571,Broadway
206,One,Marvin Hamlisch,2015-10-23,126,35,57,-11,24,4:47,71,32,65,8071,Broadway
207,Home,Diana Ross,1978-01-01,88,44,33,-8,13,4:03,74,33,84,558,Broadway
208,Raisin: A Whole Lotta Sunlight,Judd Woldin,1973,75,3,30,-21,15,4:10,94,7,407,9815,Broadway
209,A Little Night Music: The Glamorous Life,Stephen Sondheim,1973,106,24,61,-12,43,4:01,93,19,344,5996,Broadway
210,Calla Lily Lady - Two Gentlemen Of Verona/1971 Original Broadway Cast/Remastered,Galt MacDermot,1971-01-01,93,68,80,-9,97,1:38,60,9,893,473,Broadway
211,Company - Original Broadway Cast: Being Alive,Stephen Sondheim,1970,119,38,43,-12,41,4:48,90,25,430,5735,Broadway
212,Welcome To The Theatre,Charles Strouse,2000-01-01,120,30,46,-11,68,2:36,63,11,46,4788,Broadway
213,1776: He Plays the Violin,Sherman Edwards,1969,68,30,39,-11,41,3:03,85,27,52,9733,Broadway
214,"Hallelujah, Baby!: Hallelujah, Baby!",Jule Styne,1967,116,51,56,-10,70,3:37,70,6,54,7538,Broadway
215,Cabaret: Willkommen,John Kander,1966,91,48,53,-11,52,5:09,74,25,5,3872,Broadway
216,The Impossible Dream (The Quest) - Man Of La Mancha/1965 Original Broadway Cast/Remastered 2000,Joseph Darion,2001-01-01,85,40,34,-11,38,2:23,94,25,408,9880,Broadway
217,Prologue: Tradition,Zero Mostel,1986-02-24,80,28,51,-18,40,6:55,82,24,154,3996,Broadway
218,"Hello, Dolly!",Carol Channing,1964,114,15,40,-19,36,5:43,94,15,11,4356,Broadway
219,Comedy Tonight,Zero Mostel,1962,109,20,69,-15,54,5:00,51,26,894,2823,Broadway
220,Paris Original,Bonnie Scott,1990,99,31,56,-12,52,3:45,67,11,409,9796,Broadway
221,The Telephone Hour,Sweet Apple Kids,2018-02-14,81,35,48,-17,82,3:03,86,25,410,8347,Broadway
222,The Sound of Music,Mary Martin,1959-01-01,68,22,31,-13,22,2:49,93,14,85,1199,Broadway
223,Home Again,Fiorello! - Original Broadway Cast,1959-01-01,144,53,34,-10,69,1:00,70,9,411,4465,Broadway
224,I'll Try,Gwen Verdon,1959,137,30,70,-11,62,2:49,76,9,26,1033,Broadway
225,Seventy Six Trombones,Robert Preston,1958-01-01,129,46,59,-14,78,3:01,35,35,412,3781,Broadway
226,"I Could Have Danced All Night - from ""My Fair Lady""",Julie Andrews,1956,143,31,34,-12,40,3:29,82,37,27,8081,Broadway
227,Whatever Lola Wants,Gwen Verdon,1955,147,24,53,-15,35,3:15,90,24,242,892,Broadway
228,The Pajama Game: Seven-and-a-Half Cents,Richard Adler,1954,126,55,58,-9,76,4:33,83,14,55,9060,Broadway
229,Stranger in Paradise,Richard Kiley,1953,88,27,25,-12,13,4:08,97,16,413,5469,Broadway
230,Ohio - From “Wonderful Town Original Cast Recording”/Remastered 2001,Leonard Bernstein,2001-01-01,90,11,36,-15,33,3:16,95,12,44,920,Broadway
231,"Shall We Dance? - From ""The King And I""",Oscar Hammerstein II,1993-01-01,96,22,64,-12,74,2:50,80,18,415,661,Broadway
232,"Guys And Dolls (from ""Guys & Dolls"")",Stubby Kaye,1950,205,19,56,-20,57,2:51,82,18,416,5616,Broadway
